Ligand	1_Energy	Mass
ZINC12851441	-9,2	413,323
ZINC12299735	-9,2	340,257
ZINC23136588	-9,2	420,331
ZINC18201210	-9,2	379,268
ZINC04755162	-9,2	376,714
ZINC38932844	-9,2	440,327
ZINC32087918	-9,2	310,678
ZINC55346958	-9,2	348,254
ZINC12629099	-9,2	467,417
ZINC21877044	-9,2	448,333
ZINC17903841	-9,2	385,271
ZINC66668959	-9,2	364,272
ZINC76401354	-9,2	318,251
ZINC09126484	-9,2	368,309
ZINC66140607	-9,2	356,316
ZINC74407075	-9,2	309,22
ZINC72069068	-9,2	433,406
ZINC35375532	-9,2	391,304
ZINC80296413	-9,2	318,248
ZINC86203462	-9,2	329,254
ZINC89998487	-9,2	322,242
ZINC04484346	-9,2	365,122
ZINC92618124	-9,2	295,259
ZINC12188145	-9,2	348,298
ZINC12515771	-9,2	346,733
ZINC04272600	-9,2	318,251
ZINC16022660	-9,2	384,331
ZINC13121740	-9,2	293,241
ZINC19501292	-9,2	399,277
ZINC02486946	-9,2	244,192
ZINC39843336	-9,2	323,291
ZINC42022485	-9,2	359,73
ZINC40650401	-9,2	421,355
ZINC68628234	-9,2	377,342
ZINC07428729	-9,2	358,29
ZINC78868943	-9,2	322,216
ZINC25076137	-9,2	351,271
ZINC78390420	-9,2	333,668
ZINC22119601	-9,2	287,191
ZINC77914772	-9,2	376,334
ZINC84564712	-9,2	423,121
ZINC90127851	-9,2	315,675
ZINC91954058	-9,2	326,247
ZINC02215400	-9,2	438,315
ZINC05129072	-9,2	257,23
ZINC30997486	-9,2	311,231
ZINC25455840	-9,2	355,694
ZINC76958011	-9,2	300,256
ZINC24174587	-9,2	365,331
ZINC56066604	-9,2	301,265
ZINC51318108	-9,2	331,672
ZINC58304576	-9,2	355,313
ZINC63291431	-9,2	380,726
ZINC38223311	-9,2	467,3
ZINC66957867	-9,2	378,71
ZINC15306323	-9,2	380,315
ZINC07199494	-9,2	343,682
ZINC07428730	-9,2	346,279
ZINC93003372	-9,2	335,232
ZINC47679559	-9,2	328,266
ZINC78899564	-9,2	312,224
ZINC77864046	-9,2	383,709
ZINC85686391	-9,2	327,686
ZINC86513519	-9,2	314,262
ZINC43345393	-9,2	304,271
ZINC00730146	-9,2	409,367
ZINC41431058	-9,2	345,673
ZINC04322230	-9,2	387,337
ZINC15078290	-9,2	403,265
ZINC65007252	-9,2	365,284
ZINC55763902	-9,2	318,248
ZINC90093977	-9,2	247,168
ZINC09196367	-9,2	326,678
ZINC65350055	-9,2	238,15
ZINC17315819	-9,2	442,347
ZINC12629102	-9,2	467,417
ZINC03846803	-9,2	264,196
ZINC20745408	-9,2	418,251
ZINC18212832	-9,2	317,714
ZINC39467504	-9,2	354,26
ZINC00932412	-9,2	367,304
ZINC21527255	-9,2	435,172
ZINC31583930	-9,2	469,418
ZINC03060016	-9,2	361,273
ZINC46018773	-9,2	397,286
ZINC71858528	-9,2	413,143
ZINC94154090	-9,2	304,244
ZINC12188147	-9,2	348,298
ZINC78755464	-9,2	349,262
ZINC01979064	-9,2	471,224
ZINC80599207	-9,2	348,257
ZINC87283398	-9,2	281,207
ZINC80071736	-9,2	343,26
ZINC89769058	-9,2	300,232
ZINC02643199	-9,2	466,797
ZINC12005541	-9,2	400,758
ZINC16478615	-9,2	367,127
ZINC19129420	-9,2	370,273
ZINC85479398	-9,2	318,254
ZINC10342303	-9,2	377,223
ZINC03488725	-9,2	403,128
ZINC33810232	-9,2	465,405
ZINC91826254	-9,2	330,265
ZINC02517840	-9,2	281,17
ZINC43962357	-9,2	440,314
ZINC04892954	-9,2	347,267
ZINC02024057	-9,2	467,443
ZINC66982522	-9,2	359,28
ZINC06579770	-9,2	372,292
ZINC71813830	-9,2	315,244
ZINC70769013	-9,2	422,723
ZINC77717462	-9,2	309,22
ZINC26389482	-9,2	326,27
ZINC80663889	-9,2	300,21
ZINC81796753	-9,2	339,242
ZINC91235591	-9,2	323,239
ZINC33738316	-9,2	408,783
ZINC26780024	-9,2	374,293
ZINC23078141	-9,2	324,232
ZINC40789789	-9,2	330,663
ZINC80251306	-9,2	344,265
ZINC42711521	-9,2	354,233
ZINC41431062	-9,2	305,197
ZINC75912041	-9,2	275,162
ZINC06884631	-9,2	314,213
ZINC07983355	-9,2	389,188
ZINC73954652	-9,2	314,209
ZINC03544765	-9,2	451,782
ZINC79335718	-9,2	305,229
ZINC83669851	-9,2	341,286
ZINC05800643	-9,2	393,314
ZINC22119536	-9,2	287,191
ZINC27751960	-9,2	386,2
ZINC83325272	-9,2	360,287
ZINC09114445	-9,2	324,2
ZINC90093980	-9,2	321,23
ZINC80365744	-9,2	322,239
ZINC92052204	-9,2	293,221
ZINC14011884	-9,2	445,804
ZINC11663051	-9,2	372,298
ZINC93925062	-9,2	352,692
ZINC13809259	-9,2	362,256
ZINC21219225	-9,2	346,708
ZINC19761725	-9,2	416,334
ZINC26780025	-9,2	409,746
ZINC32707687	-9,2	329,251
ZINC49481928	-9,2	368,695
ZINC43480735	-9,2	339,265
ZINC46055676	-9,2	445,803
ZINC66342670	-9,2	347,264
ZINC77180653	-9,2	330,686
ZINC08274714	-9,2	364,272
ZINC83991837	-9,2	335,302
ZINC85391910	-9,2	386,733
ZINC92166190	-9,2	353,703
ZINC89327365	-9,2	347,266
ZINC60401971	-9,2	371,289
ZINC00430417	-9,2	326,247
ZINC02544743	-9,2	362,553
ZINC09339478	-9,2	457,411
ZINC06796035	-9,2	400,353
ZINC41096613	-9,2	289,246
ZINC09366794	-9,2	423,25
ZINC09833385	-9,2	423,374
ZINC80210131	-9,2	320,239
ZINC10281027	-9,2	329,291
ZINC12005544	-9,2	400,758
ZINC77933246	-9,2	340,298
ZINC74281568	-9,2	342,273
ZINC73034828	-9,2	321,254
ZINC07446240	-9,2	377,319
ZINC59157214	-9,2	410,712
ZINC07586493	-9,2	334,253
ZINC92942978	-9,2	256,177
ZINC15784694	-9,2	308,3
ZINC15613606	-9,2	425,383
ZINC09829667	-9,2	416,314
ZINC12883270	-9,2	461,175
ZINC31583935	-9,2	469,418
ZINC20997725	-9,2	348,249
ZINC14252767	-9,2	418,413
ZINC06796042	-9,2	400,353
ZINC04839583	-9,2	358,672
ZINC56904714	-9,2	304,268
ZINC45992622	-9,2	397,68
ZINC64711156	-9,2	454,361
ZINC73000834	-9,2	349,733
ZINC78680997	-9,2	317,243
ZINC79620814	-9,2	333,242
ZINC80996333	-9,2	336,287
ZINC81847544	-9,2	349,132
ZINC09087099	-9,2	353,276
ZINC90512491	-9,2	340,245
ZINC07131264	-9,2	341,239
ZINC94071208	-9,2	348,257
ZINC09823849	-9,2	291,222
ZINC15078874	-9,2	337,279
ZINC21883659	-9,2	345,253
ZINC49481931	-9,2	307,227
ZINC76444457	-9,2	341,262
ZINC05603966	-9,2	301,218
ZINC09430719	-9,2	416,353
ZINC58417445	-9,2	336,268
ZINC48299992	-9,2	412,27
ZINC03326205	-9,2	389,825
ZINC64951667	-9,2	437,029
ZINC06549703	-9,2	340,205
ZINC46235465	-9,2	377,298
ZINC74896815	-9,2	317,243
ZINC75532615	-9,2	338,237
ZINC75690634	-9,2	328,269
ZINC07713152	-9,2	279,179
ZINC22119593	-9,2	299,202
ZINC89733193	-9,2	319,225
ZINC08616607	-9,2	439,794
ZINC91194128	-9,2	339,246
ZINC90512492	-9,2	340,245
ZINC36811796	-9,2	382,113
ZINC15942685	-9,2	376,308
ZINC93170023	-9,2	320,246
ZINC09586176	-9,2	414,36
ZINC93890303	-9,2	340,257
ZINC94031667	-9,2	323,242
ZINC02656724	-9,2	447,641
ZINC10422894	-9,2	439,373
ZINC14252814	-9,2	444,33
ZINC27533595	-9,2	399,278
ZINC00544252	-9,2	308,231
ZINC59291491	-9,2	407,322
ZINC63791155	-9,2	319,222
ZINC28666293	-9,2	386,368
ZINC67224201	-9,2	307,288
ZINC38704121	-9,2	443,378
ZINC24695307	-9,2	347,246
ZINC62424640	-9,2	454,337
ZINC73403037	-9,2	316,255
ZINC73084978	-9,2	314,232
ZINC83058856	-9,2	337,704
ZINC89277194	-9,2	263,215
ZINC93121522	-9,2	222,182
ZINC94395629	-9,2	265,207
ZINC90370811	-9,2	334,245
ZINC03223194	-9,2	353,294
ZINC28228732	-9,2	350,116
ZINC90553839	-9,2	347,264
ZINC93865847	-9,2	305,229
ZINC33061116	-9,2	326,295
ZINC00110789	-9,2	318,652
ZINC93989011	-9,2	351,224
ZINC12303928	-9,2	369,262
ZINC22862010	-9,2	365,328
ZINC04285941	-9,2	446,151
ZINC91954068	-9,2	356,3
ZINC06751094	-9,2	253,149
ZINC66215964	-9,2	345,273
ZINC77933249	-9,2	359,297
ZINC77656869	-9,2	349,309
ZINC73708140	-9,2	295,213
ZINC89733195	-9,2	319,225
ZINC81259007	-9,2	326,253
ZINC08619940	-9,2	385,342
ZINC89985345	-9,2	331,246
ZINC91683895	-9,2	309,255
ZINC73249438	-9,2	348,321
ZINC95460794	-9,2	348,246
ZINC13006186	-9,2	318,225
ZINC14091387	-9,2	302,295
ZINC48302087	-9,2	384,378
ZINC01451690	-9,2	325,262
ZINC20028676	-9,2	400,266
ZINC33769546	-9,2	337,266
ZINC46128669	-9,2	383,268
ZINC28047694	-9,2	431,347
ZINC47742305	-9,2	326,293
ZINC38772203	-9,2	460,433
ZINC66740016	-9,2	331,27
ZINC35560373	-9,2	462,808
ZINC75260204	-9,2	253,169
ZINC71932276	-9,2	397,35
ZINC56718187	-9,2	371,259
ZINC75111617	-9,2	330,259
ZINC76444459	-9,2	341,262
ZINC07983361	-9,2	354,308
ZINC78811262	-9,2	319,256
ZINC79335721	-9,2	329,274
ZINC79956000	-9,2	340,266
ZINC03510810	-9,2	333,239
ZINC92239143	-9,2	358,272
ZINC09416477	-9,2	441,363
ZINC13697120	-9,2	363,312
ZINC66300935	-9,2	354,172
ZINC42379962	-9,2	380,3
ZINC13719476	-9,2	386,256
ZINC41431078	-9,2	293,186
ZINC38709551	-9,2	389,306
ZINC66088416	-9,2	363,656
ZINC35375621	-9,2	379,293
ZINC06751096	-9,2	388,274
ZINC63778173	-9,2	455,775
ZINC68348964	-9,2	371,358
ZINC66342675	-9,2	347,264
ZINC72143552	-9,2	352,254
ZINC76550602	-9,2	318,22
ZINC73501275	-9,2	340,221
ZINC90912752	-9,2	312,697
ZINC05059996	-9,2	337,298
ZINC04819984	-9,2	389,306
ZINC80071746	-9,2	343,26
ZINC01003874	-9,2	408,397
ZINC30828257	-9,2	332,234
ZINC62696354	-9,2	376,759
ZINC93065523	-9,2	350,263
ZINC16485343	-9,2	426,64
ZINC12754879	-9,2	361,317
ZINC14839523	-9,2	450,184
ZINC11696714	-9,2	319,262
ZINC20906272	-9,2	384,204
ZINC11785475	-9,2	429,333
ZINC09129155	-9,2	409,361
ZINC25236151	-9,2	352,695
ZINC20028677	-9,2	357,259
ZINC55036204	-9,2	340,257
ZINC06863586	-9,2	402,394
ZINC04932452	-9,2	376,259
ZINC16134139	-9,2	408,309
ZINC48457771	-9,2	346,261
ZINC58330150	-9,2	346,261
ZINC71891427	-9,2	351,325
ZINC11595135	-9,2	383,3
ZINC70925351	-9,2	429,352
ZINC35560376	-9,2	439,367
ZINC77877920	-9,2	337,226
ZINC32960113	-9,2	388,728
ZINC85380790	-9,2	345,25
ZINC00382073	-9,2	313,251
ZINC79772286	-9,2	313,251
ZINC00498107	-9,2	325,101
ZINC33068241	-9,2	472,76
ZINC09378139	-9,2	392,312
ZINC92786560	-9,2	309,663
ZINC93197672	-9,2	333,1
ZINC94856529	-9,2	273,203
ZINC93298118	-9,2	342,27
ZINC20600447	-9,2	356,279
ZINC73453886	-9,2	305,229
ZINC13611608	-9,2	411,315
ZINC21226553	-9,2	401,285
ZINC00529462	-9,2	309,284
ZINC39574822	-9,2	374,271
ZINC70455634	-9,2	310,223
ZINC72092534	-9,2	417,405
ZINC64929192	-9,2	379,31
ZINC46181709	-9,2	280,199
ZINC79280423	-9,2	323,288
ZINC77187385	-9,2	328,269
ZINC87104035	-9,2	338,226
ZINC87500148	-9,2	299,216
ZINC14245254	-9,2	355,699
ZINC89671322	-9,2	325,254
ZINC91893818	-9,2	327,662
ZINC91954072	-9,2	340,277
ZINC88484736	-9,2	335,302
ZINC93542649	-9,2	387,136
ZINC12763048	-9,2	323,21
ZINC22010803	-9,2	236,612
ZINC13006190	-9,2	359,755
ZINC12812997	-9,2	353,296
ZINC74896822	-9,2	305,232
ZINC12402620	-9,2	404,297
ZINC01006684	-9,2	342,27
ZINC58535108	-9,2	306,237
ZINC02247699	-9,2	400,763
ZINC09853057	-9,2	353,273
ZINC71311820	-9,2	359,299
ZINC00675482	-9,2	407,322
ZINC13040694	-9,2	368,692
ZINC80152728	-9,2	342,273
ZINC42321190	-9,2	326,268
ZINC90518820	-9,2	348,279
ZINC64481755	-9,2	340,277
ZINC91893819	-9,2	380,365
ZINC12194732	-9,2	325,262
ZINC09947398	-9,2	442,369
ZINC00430423	-9,2	314,236
ZINC58357719	-9,2	305,296
ZINC03374115	-9,2	351,304
ZINC45928027	-9,2	334,245
ZINC69489229	-9,2	357,264
ZINC72309024	-9,2	316,659
ZINC07294047	-9,2	344,27
ZINC44921601	-9,2	346,241
ZINC63745832	-9,2	444,325
ZINC42162119	-9,2	341,109
ZINC90685136	-9,2	352,265
ZINC84512636	-9,2	321,198
ZINC78811265	-9,2	319,256
ZINC04435393	-9,2	389,557
ZINC59893571	-9,2	368,376
ZINC44329837	-9,2	341,302
ZINC81631288	-9,2	344,265
ZINC10219293	-9,2	413,37
ZINC12706854	-9,2	333,239
ZINC11713512	-9,2	366,295
ZINC12115968	-9,2	392,312
ZINC12948924	-9,2	359,23
ZINC36714243	-9,2	317,187
ZINC46462768	-9,2	381,323
ZINC89894548	-9,2	307,216
ZINC01432090	-9,2	342,222
ZINC40112046	-9,2	388,725
ZINC22509645	-9,2	355,268
ZINC89777560	-9,2	261,187
ZINC89467432	-9,2	334,247
ZINC89718103	-9,2	317,243
ZINC43856820	-9,2	344,305
ZINC89978833	-9,2	329,251
ZINC00681340	-9,2	431,205
ZINC11231629	-9,2	313,229
ZINC28228740	-9,2	282,213
ZINC24022541	-9,2	422,375
ZINC49471315	-9,2	363,264
ZINC06606917	-9,2	377,727
ZINC09519723	-9,2	459,378
ZINC21710695	-9,2	435,351
ZINC43641675	-9,2	437,371
ZINC07594139	-9,2	365,305
ZINC07479200	-9,2	351,301
ZINC29974786	-9,2	340,253
ZINC71747451	-9,2	366,295
ZINC77327673	-9,2	318,248
ZINC80792182	-9,2	326,246
ZINC92480626	-9,2	341,285
ZINC91954076	-9,2	340,277
ZINC11085711	-9,2	302,248
ZINC08892223	-9,2	437,273
ZINC09586187	-9,2	414,36
ZINC10258529	-9,2	361,317
ZINC33301149	-9,2	441,363
ZINC57342159	-9,2	311,231
ZINC06737639	-9,2	337,276
ZINC01177105	-9,2	401,271
ZINC51318126	-9,2	381,68
ZINC57485809	-9,2	368,267
ZINC59329659	-9,2	361,317
ZINC33762226	-9,2	415,771
ZINC05168371	-9,2	353,3
ZINC65032643	-9,2	473,833
ZINC72828579	-9,2	263,132
ZINC06807295	-9,2	351,304
ZINC72002702	-9,2	444,123
ZINC83017655	-9,2	347,112
ZINC07321661	-9,2	391,393
ZINC71832714	-9,2	439,356
ZINC77933257	-9,2	338,712
ZINC88265864	-9,2	297,162
ZINC05919155	-9,2	356,342
ZINC78499479	-9,2	332,254
ZINC91826270	-9,2	321,254
ZINC13013205	-9,2	261,219
ZINC93003390	-9,2	345,25
ZINC92519263	-9,2	339,269
ZINC09606884	-9,2	387,334
ZINC73182979	-9,2	348,254
ZINC01368098	-9,2	380,387
ZINC24651035	-9,2	348,26
ZINC01118590	-9,2	400,283
ZINC33125336	-9,2	387,334
ZINC24904910	-9,2	327,238
ZINC19796560	-9,2	436,341
ZINC38587703	-9,2	358,272
ZINC00997090	-9,2	401,164
ZINC66224008	-9,2	355,308
ZINC67900694	-9,2	348,092
ZINC15670557	-9,2	461,332
ZINC76285704	-9,2	335,221
ZINC64170925	-9,2	335,23
ZINC77407542	-9,2	348,704
ZINC85391917	-9,2	370,278
ZINC92074717	-9,2	348,277
ZINC90549923	-9,2	340,225
ZINC65350073	-9,2	231,162
ZINC11695533	-9,2	361,32
ZINC94081190	-9,2	321,231
ZINC19578476	-9,2	329,257
ZINC12412861	-9,2	380,129
ZINC02881794	-9,2	400,676
ZINC44441625	-9,2	453,868
ZINC46930571	-9,2	330,263
ZINC04644296	-9,2	356,253
ZINC49481944	-9,2	351,237
ZINC05959656	-9,2	358,267
ZINC69348712	-9,2	318,274
ZINC53827570	-9,2	356,276
ZINC02358642	-9,2	421,304
ZINC32932521	-9,2	438,318
ZINC59019913	-9,2	367,327
ZINC67292829	-9,2	295,213
ZINC06814858	-9,2	334,247
ZINC66318367	-9,2	387,185
ZINC06025905	-9,2	412,322
ZINC45875195	-9,2	317,184
ZINC77736485	-9,2	345,276
ZINC47587251	-9,2	345,273
ZINC84519594	-9,2	318,248
ZINC91227352	-9,2	306,237
ZINC89866591	-9,2	406,311
ZINC91954079	-9,2	340,277
ZINC89257253	-9,2	341,258
ZINC15670558	-9,2	384,288
ZINC12978032	-9,2	389,306
ZINC49481945	-9,2	326,226
ZINC48356324	-9,2	342,291
ZINC23787545	-9,2	437,333
ZINC43987406	-9,2	424,378
ZINC77117088	-9,2	356,34
ZINC77246739	-9,2	345,253
ZINC71775879	-9,2	353,299
ZINC91918563	-9,2	344,261
ZINC84114124	-9,2	281,207
ZINC91893826	-9,2	318,214
ZINC20785080	-9,2	414,315
ZINC90127865	-9,2	308,232
ZINC12005556	-9,2	400,758
ZINC14728866	-9,2	327,282
ZINC14839533	-9,2	342,27
ZINC03231436	-9,2	349,263
ZINC16022683	-9,2	379,307
ZINC12529795	-9,2	461,35
ZINC14665081	-9,2	448,802
ZINC32525641	-9,2	345,293
ZINC84519595	-9,2	318,251
ZINC23382131	-9,2	404,728
ZINC00232828	-9,2	319,259
ZINC02858680	-9,2	458,228
ZINC63882697	-9,2	377,298
ZINC21174933	-9,2	369,295
ZINC24690947	-9,2	347,246
ZINC72392931	-9,2	380,301
ZINC77972642	-9,2	379,29
ZINC89335770	-9,2	327,258
ZINC05730911	-9,2	323,224
ZINC89972065	-9,2	348,298
ZINC83958640	-9,2	340,275
ZINC92424804	-9,2	327,254
ZINC20745430	-9,2	304,654
ZINC12901689	-9,2	415,391
ZINC20028688	-9,2	416,154
ZINC21904506	-9,2	315,247
ZINC21645280	-9,2	378,286
ZINC17050948	-9,2	416,827
ZINC32603405	-9,2	427,307
ZINC21883666	-9,2	357,264
ZINC22357417	-9,2	422,741
ZINC13624747	-9,2	427,356
ZINC06270554	-9,2	425,385
ZINC04828083	-9,2	365,238
ZINC13040697	-9,2	430,359
ZINC16768938	-9,2	422,207
ZINC36617062	-9,2	405,311
ZINC19221522	-9,2	411,338
ZINC66697717	-9,2	348,752
ZINC74454519	-9,2	324,215
ZINC14534587	-9,2	427,337
ZINC64929202	-9,2	403,332
ZINC47545199	-9,2	371,288
ZINC79265358	-9,2	346,264
ZINC07047715	-9,2	376,672
ZINC78700780	-9,2	298,209
ZINC92004327	-9,2	291,245
ZINC94081194	-9,2	263,18
ZINC71924708	-9,2	458,82
ZINC19336155	-9,2	303,255
ZINC16022685	-9,2	343,253
ZINC14109398	-9,2	335,302
ZINC28248083	-9,2	289,251
ZINC02726715	-9,2	380,275
ZINC64616901	-9,2	326,246
ZINC01887331	-9,2	412,343
ZINC38932870	-9,2	314,215
ZINC02517851	-9,2	288,612
ZINC55903166	-9,2	362,683
ZINC26844811	-9,2	380,298
ZINC02770213	-9,2	380,77
ZINC39314153	-9,2	358,246
ZINC38709564	-9,2	415,345
ZINC15329462	-9,2	440,259
ZINC46010686	-9,2	364,253
ZINC63514099	-9,2	373,351
ZINC79280433	-9,2	335,305
ZINC88338045	-9,2	295,213
ZINC78652815	-9,2	347,31
ZINC47679578	-9,2	328,266
ZINC41127039	-9,2	448,38
ZINC08316897	-9,2	391,753
ZINC92222005	-9,2	351,303
ZINC12706859	-9,2	333,239
ZINC18060553	-9,2	349,284
ZINC15070221	-9,2	455,336
ZINC05744209	-9,2	371,126
ZINC12555967	-9,2	420,34
ZINC64999815	-9,2	449,471
ZINC12961477	-9,2	294,095
ZINC45589374	-9,2	331,249
ZINC81259023	-9,2	307,191
ZINC92815117	-9,2	290,225
ZINC90912766	-9,2	275,249
ZINC93551601	-9,2	266,192
ZINC12948929	-9,2	359,23
ZINC89998514	-9,2	331,267
ZINC94094024	-9,2	319,203
ZINC89125625	-9,2	348,234
ZINC93367297	-9,2	349,265
ZINC09410400	-9,2	415,752
ZINC08231801	-9,2	401,364
ZINC09785119	-9,2	339,314
ZINC95350963	-9,2	313,224
ZINC07149987	-9,2	321,649
ZINC24287933	-9,2	397,76
ZINC45059592	-9,2	304,247
ZINC25236161	-9,2	352,695
ZINC33287409	-9,2	421,308
ZINC63818470	-9,2	261,242
ZINC45517855	-9,2	325,238
ZINC63882701	-9,2	357,263
ZINC59513067	-9,2	444,286
ZINC63695508	-9,2	366,722
ZINC65767429	-9,2	390,788
ZINC39006975	-9,2	379,293
ZINC33375698	-9,2	449,232
ZINC64616903	-9,2	365,283
ZINC72236692	-9,2	324,221
ZINC91979544	-9,2	321,251
ZINC79608277	-9,2	344,233
ZINC90518832	-9,2	334,253
ZINC08381912	-9,2	380,32
ZINC32960127	-9,2	365,287
ZINC02809290	-9,2	473,186
ZINC10337542	-9,2	423,389
ZINC02734852	-9,2	341,228
ZINC13566547	-9,2	309,69
ZINC06793307	-9,2	381,283
ZINC69489238	-9,2	321,231
ZINC05309876	-9,2	387,185
ZINC58850041	-9,2	472,373
ZINC59855161	-9,2	452,517
ZINC83017661	-9,2	347,112
ZINC77541269	-9,2	348,244
ZINC78550129	-9,2	341,28
ZINC79073494	-9,2	340,28
ZINC76545674	-9,2	339,292
ZINC10342312	-9,2	322,224
ZINC32541235	-9,2	278,226
ZINC91460194	-9,2	332,264
ZINC00797256	-9,2	478,26
ZINC28215501	-9,2	387,286
ZINC12194743	-9,2	327,258
ZINC19374675	-9,2	407,301
ZINC03631361	-9,2	451,378
ZINC67713004	-9,2	352,241
ZINC23956828	-9,2	456,421
ZINC44145480	-9,2	344,245
ZINC01169781	-9,2	393,294
ZINC59893576	-9,2	398,257
ZINC78431560	-9,2	347,269
ZINC75690653	-9,2	336,269
ZINC06228927	-9,2	374,288
ZINC90143329	-9,2	310,247
ZINC77117095	-9,2	368,145
ZINC77634993	-9,2	333,23
ZINC33397853	-9,2	446,426
ZINC03377232	-9,2	461,22
ZINC91794881	-9,2	359,28
ZINC94019638	-9,2	328,269
ZINC90733838	-9,2	410,318
ZINC15831996	-9,2	357,331
ZINC11763581	-9,2	338,235
ZINC48701967	-9,2	329,223
ZINC09711868	-9,2	410,3
ZINC09356179	-9,2	338,306
ZINC04507759	-9,2	354,372
ZINC00851793	-9,2	370,263
ZINC58182773	-9,2	341,289
ZINC24895222	-9,2	415,322
ZINC35999598	-9,2	412,316
ZINC21847632	-9,2	390,294
ZINC65403499	-9,2	370,327
ZINC03410990	-9,2	394,369
ZINC85380805	-9,2	331,246
ZINC18209632	-9,2	452,288
ZINC35375700	-9,2	417,29
ZINC84114128	-9,2	350,703
ZINC45821522	-9,2	339,266
ZINC77521751	-9,2	350,236
ZINC77712093	-9,2	319,256
ZINC07675980	-9,2	319,213
ZINC71919077	-9,2	461,19
ZINC89635610	-9,2	303,236
ZINC89491743	-9,2	321,254
ZINC08832405	-9,2	422,79
ZINC09168310	-9,2	466,163
ZINC12986275	-9,2	370,327
ZINC48483066	-9,2	308,232
ZINC21346608	-9,2	350,272
ZINC61761502	-9,2	280,222
ZINC12996068	-9,2	341,265
ZINC04394793	-9,2	384,22
ZINC06737641	-9,2	388,728
ZINC16485350	-9,2	392,741
ZINC92019019	-9,2	343,729
ZINC39892021	-9,2	381,737
ZINC89620684	-9,2	339,237
ZINC22357424	-9,2	406,287
ZINC46070084	-9,2	336,238
ZINC72283796	-9,2	323,224
ZINC15867803	-9,2	347,313
ZINC22496016	-9,2	410,289
ZINC06275442	-9,2	377,316
ZINC09535633	-9,2	409,364
ZINC72346714	-9,2	355,271
ZINC73095055	-9,2	319,235
ZINC72392939	-9,2	363,262
ZINC67292839	-9,2	405,733
ZINC41015773	-9,2	466,302
ZINC77972650	-9,2	423,367
ZINC79494560	-9,2	347,252
ZINC92217516	-9,2	368,327
ZINC04497567	-9,2	379,245
ZINC24977053	-9,2	311,21
ZINC27172214	-9,2	357,28
ZINC24833502	-9,2	407,312
ZINC49381886	-9,2	383,673
ZINC58291003	-9,2	331,246
ZINC06771847	-9,2	331,27
ZINC05805114	-9,2	347,249
ZINC06742148	-9,2	289,252
ZINC05311997	-9,2	344,312
ZINC63732647	-9,2	356,276
ZINC59513069	-9,2	444,286
ZINC89998520	-9,2	322,255
ZINC78354092	-9,2	346,325
ZINC76225048	-9,2	343,281
ZINC79109339	-9,2	364,194
ZINC93197691	-9,2	321,089
ZINC45955219	-9,2	315,275
ZINC20650972	-9,2	380,275
ZINC15823198	-9,2	286,186
ZINC94031691	-9,2	352,291
ZINC09869263	-9,2	356,276
ZINC11330654	-9,2	472,34
ZINC22357426	-9,2	406,287
ZINC39574841	-9,2	344,74
ZINC00557823	-9,2	319,663
ZINC48342749	-9,2	337,681
ZINC26850061	-9,2	345,25
ZINC75681800	-9,2	306,237
ZINC70900664	-9,2	360,268
ZINC14819790	-9,2	324,232
ZINC02419200	-9,2	403,743
ZINC16255869	-9,2	416,155
ZINC40390699	-9,2	437,33
ZINC49429937	-9,2	330,225
ZINC03324617	-9,2	342,27
ZINC49481956	-9,2	375,259
ZINC76156366	-9,2	325,201
ZINC66224021	-9,2	378,75
ZINC03595903	-9,2	380,298
ZINC77117099	-9,2	332,234
ZINC77634997	-9,2	318,216
ZINC63272577	-9,2	407,799
ZINC91079410	-9,2	329,277
ZINC23448439	-9,2	403,312
ZINC15670570	-9,2	412,299
ZINC38932879	-9,2	352,262
ZINC16016173	-9,2	401,338
ZINC21527286	-9,2	463,183
ZINC40296591	-9,2	318,251
ZINC06056273	-9,2	354,328
ZINC06737657	-9,2	349,287
ZINC63537400	-9,2	331,271
ZINC46029538	-9,2	372,344
ZINC58263962	-9,2	343,26
ZINC05960483	-9,2	308,209
ZINC63373485	-9,2	387,29
ZINC06751118	-9,2	341,265
ZINC78258540	-9,2	303,239
ZINC67473016	-9,2	319,262
ZINC35375710	-9,2	417,29
ZINC64999822	-9,2	405,394
ZINC89919752	-9,2	337,246
ZINC89318389	-9,2	334,253
ZINC06889975	-9,2	397,35
ZINC88618589	-9,2	344,333
ZINC77171661	-9,2	368,287
ZINC72168719	-9,2	342,236
ZINC93890329	-9,2	272,179
ZINC01475145	-9,2	340,297
ZINC92506238	-9,2	294,226
ZINC15729789	-9,2	305,232
ZINC40359590	-9,2	401,715
ZINC62166621	-9,2	342,744
ZINC56919036	-9,2	360,736
ZINC60348395	-9,2	352,288
ZINC14885085	-9,2	446,788
ZINC73486970	-9,2	329,681
ZINC19221544	-9,2	366,298
ZINC67224227	-9,2	319,299
ZINC40925948	-9,2	369,272
ZINC32358818	-9,2	318,248
ZINC80129079	-9,2	341,302
ZINC90652596	-9,2	304,227
ZINC84493308	-9,2	316,258
ZINC70868810	-9,2	343,257
ZINC33248371	-9,2	280,196
ZINC17090246	-9,2	396,261
ZINC35592885	-9,2	348,254
ZINC00804663	-9,2	410,196
ZINC30862277	-9,2	363,315
ZINC23038462	-9,2	430,338
ZINC20494479	-9,2	408,724
ZINC06653788	-9,2	376,31
ZINC05798583	-9,2	338,284
ZINC43641682	-9,2	389,306
