Ligand	1_Energy	Mass
ZINC85139259	-6,6	227,246
ZINC89263184	-6,6	254,184
ZINC90646024	-6,6	257,275
ZINC90518807	-6,6	268,069
ZINC90010224	-6,6	333,1
ZINC91732577	-6,6	287,258
ZINC93895180	-6,6	255,211
ZINC93115361	-6,6	236,186
ZINC74857482	-6,6	279,303
ZINC92804855	-6,6	277,218
ZINC76315256	-6,6	288,264
ZINC92703953	-6,6	252,211
ZINC94730722	-6,6	237,177
ZINC16322917	-6,6	254,135
ZINC93989004	-6,6	278,226
ZINC94804414	-6,6	217,207
ZINC86366213	-6,6	249,02
ZINC22276782	-6,6	337,092
ZINC37175163	-6,6	249,248
ZINC12463839	-6,6	355,339
ZINC58795131	-6,6	189,153
ZINC92331368	-6,6	267,226
ZINC42783789	-6,6	290,259
ZINC49943585	-6,6	252,188
ZINC93383539	-6,6	255,259
ZINC04951295	-6,6	321,231
ZINC93477516	-6,6	316,279
ZINC46992836	-6,6	257,188
ZINC94784785	-6,6	212,187
ZINC39850357	-6,6	400,294
ZINC95476593	-6,6	380,32
ZINC69409477	-6,6	324,703
ZINC72234510	-6,6	289,232
ZINC73744148	-6,6	321,228
ZINC85671640	-6,6	205,602
ZINC77572074	-6,6	335,302
ZINC03222745	-6,6	377,295
ZINC91698090	-6,6	298,261
ZINC92817909	-6,6	266,282
ZINC92885140	-6,6	269,182
ZINC94367086	-6,6	342,072
ZINC93764398	-6,6	220,211
ZINC93324642	-6,6	244,253
ZINC93413509	-6,6	326,253
ZINC93943196	-6,6	302,248
ZINC93363402	-6,6	301,668
ZINC94755347	-6,6	206,137
ZINC94918923	-6,6	263,169
ZINC16637265	-6,6	253,218
ZINC35295097	-6,6	209,208
ZINC00375873	-6,6	289,048
ZINC40937823	-6,6	402,205
ZINC05919119	-6,6	168,175
ZINC34936050	-6,6	286,273
ZINC90084785	-6,6	259,2
ZINC04909109	-6,6	271,191
ZINC71813831	-6,6	263,619
ZINC04987037	-6,6	360,672
ZINC04598060	-6,6	397,147
ZINC75177973	-6,6	322,283
ZINC93413510	-6,6	326,253
ZINC93333114	-6,6	243,201
ZINC08037208	-6,6	305,27
ZINC85189737	-6,6	198,161
ZINC86159806	-6,6	221,605
ZINC86718405	-6,6	185,185
ZINC83264268	-6,6	350,152
ZINC19880747	-6,6	383,346
ZINC89462105	-6,6	254,653
ZINC01085276	-6,6	337,681
ZINC89842367	-6,6	304,288
ZINC57315129	-6,6	316,659
ZINC89858096	-6,6	291,222
ZINC91014404	-6,6	208,2
ZINC91074098	-6,6	319,259
ZINC02772429	-6,6	188,573
ZINC93768767	-6,6	270,251
ZINC94430784	-6,6	240,197
ZINC94409105	-6,6	243,178
ZINC94389679	-6,6	233,16
ZINC15221394	-6,6	169,163
ZINC94462457	-6,6	226,217
ZINC26423242	-6,6	188,102
ZINC35295098	-6,6	209,208
ZINC42783790	-6,6	183,149
ZINC77187378	-6,6	345,271
ZINC42325899	-6,6	288,649
ZINC56936074	-6,6	295,232
ZINC49143578	-6,6	231,147
ZINC44939639	-6,6	283,266
ZINC85313670	-6,6	285,285
ZINC06458199	-6,6	213,149
ZINC73265424	-6,6	291,225
ZINC78381234	-6,6	247,257
ZINC78748135	-6,6	325,078
ZINC86159807	-6,6	221,605
ZINC93213202	-6,6	317,243
ZINC86856893	-6,6	224,219
ZINC86895589	-6,6	195,134
ZINC85694375	-6,6	207,171
ZINC85972258	-6,6	223,235
ZINC91187689	-6,6	268,214
ZINC92885142	-6,6	216,178
ZINC83291458	-6,6	472,465
ZINC92434527	-6,6	279,155
ZINC93265939	-6,6	283,311
ZINC94367088	-6,6	326,073
ZINC94321097	-6,6	265,23
ZINC91809586	-6,6	333,239
ZINC16580035	-6,6	276,638
ZINC95497384	-6,6	347,249
ZINC32635163	-6,6	411,643
ZINC00110794	-6,6	313,205
ZINC05939899	-6,6	282,285
ZINC00369632	-6,6	261,471
ZINC10463143	-6,6	311,201
ZINC37265244	-6,6	306,305
ZINC01053718	-6,6	339,148
ZINC04631612	-6,6	324,255
ZINC92291233	-6,6	282,194
ZINC72143547	-6,6	261,179
ZINC57700967	-6,6	308,232
ZINC77021844	-6,6	248,177
ZINC87393819	-6,6	209,211
ZINC87255234	-6,6	190,161
ZINC86272420	-6,6	196,165
ZINC79392495	-6,6	246,185
ZINC42878307	-6,6	208,159
ZINC74919284	-6,6	265,252
ZINC38516586	-6,6	211,133
ZINC91227337	-6,6	329,089
ZINC91971410	-6,6	218,171
ZINC92514628	-6,6	281,277
ZINC94367089	-6,6	326,073
ZINC93147756	-6,6	335,302
ZINC94881282	-6,6	235,246
ZINC61991209	-6,6	428,344
ZINC95497385	-6,6	247,24
ZINC02301774	-6,6	385,193
ZINC86797866	-6,6	251,143
ZINC04106716	-6,6	309,238
ZINC57524259	-6,6	199,193
ZINC39850361	-6,6	412,305
ZINC56936076	-6,6	295,232
ZINC39557657	-6,6	294,226
ZINC93745367	-6,6	213,175
ZINC65527126	-6,6	277,218
ZINC16029173	-6,6	361,317
ZINC72412030	-6,6	316,261
ZINC79014595	-6,6	256,2
ZINC79755544	-6,6	289,657
ZINC16900399	-6,6	268,252
ZINC78445837	-6,6	316,186
ZINC77614150	-6,6	305,232
ZINC87157396	-6,6	228,024
ZINC18106694	-6,6	289,23
ZINC86328017	-6,6	179,134
ZINC42325902	-6,6	288,649
ZINC84250633	-6,6	344,74
ZINC89358194	-6,6	308,212
ZINC06050384	-6,6	330,216
ZINC91640412	-6,6	248,22
ZINC92331372	-6,6	330,201
ZINC93383543	-6,6	251,204
ZINC95024265	-6,6	275,137
ZINC93639868	-6,6	236,189
ZINC93823242	-6,6	257,185
ZINC93801380	-6,6	224,201
ZINC93935124	-6,6	242,173
ZINC94739040	-6,6	251,228
ZINC93768770	-6,6	306,284
ZINC94804419	-6,6	232,198
ZINC12558778	-6,6	292,231
ZINC12886893	-6,6	222,207
ZINC04736539	-6,6	226,214
ZINC42783791	-6,6	212,168
ZINC72426163	-6,6	331,291
ZINC72862610	-6,6	269,196
ZINC39850362	-6,6	412,305
ZINC93147758	-6,6	317,214
ZINC94026222	-6,6	253,219
ZINC94332979	-6,6	178,127
ZINC33777741	-6,6	286,339
ZINC94852550	-6,6	283,676
ZINC69464286	-6,6	274,262
ZINC69868547	-6,6	379,203
ZINC72190459	-6,6	166,119
ZINC56464437	-6,6	306,308
ZINC63272896	-6,6	386,301
ZINC72241714	-6,6	276,183
ZINC75162621	-6,6	268,214
ZINC73584684	-6,6	290,237
ZINC75674877	-6,6	275,247
ZINC86786215	-6,6	213,196
ZINC75507490	-6,6	317,264
ZINC77864053	-6,6	310,208
ZINC85702753	-6,6	184,177
ZINC78492765	-6,6	298,217
ZINC86880575	-6,6	225,13
ZINC85797285	-6,6	323,291
ZINC79060207	-6,6	284,274
ZINC80612246	-6,6	312,187
ZINC81364402	-6,6	293,218
ZINC80657032	-6,6	294,237
ZINC83313865	-6,6	330,179
ZINC86750012	-6,6	206,16
ZINC91074102	-6,6	231,19
ZINC86536159	-6,6	346,351
ZINC89371330	-6,6	341,265
ZINC92506225	-6,6	248,241
ZINC93691031	-6,6	242,616
ZINC06125242	-6,6	296,091
ZINC01296717	-6,6	242,032
ZINC75894477	-6,6	259,244
ZINC00168115	-6,6	252,094
ZINC32503413	-6,6	249,157
ZINC32629316	-6,6	267,223
ZINC43856811	-6,6	300,277
ZINC00340768	-6,6	250,196
ZINC43737951	-6,6	266,26
ZINC73493347	-6,6	324,299
ZINC72713712	-6,6	229,197
ZINC72479164	-6,6	334,227
ZINC87018537	-6,6	268,114
ZINC87110217	-6,6	221,242
ZINC87046894	-6,6	215,168
ZINC29792259	-6,6	283,202
ZINC92351403	-6,6	250,193
ZINC89591380	-6,6	269,199
ZINC86366219	-6,6	232,199
ZINC93293880	-6,6	213,579
ZINC91139994	-6,6	251,222
ZINC26506423	-6,6	198,188
ZINC94901222	-6,6	244,659
ZINC92381323	-6,6	256,267
ZINC93768772	-6,6	317,714
ZINC92424790	-6,6	296,644
ZINC05851054	-6,6	359,684
ZINC93646705	-6,6	313,696
ZINC19738118	-6,6	188,165
ZINC93279472	-6,6	291,243
ZINC91218748	-6,6	339,358
ZINC93030432	-6,6	325,284
ZINC40543024	-6,6	319,643
ZINC80689809	-6,6	265,207
ZINC04616756	-6,6	340,726
ZINC65493688	-6,6	227,185
ZINC51204536	-6,6	244,189
ZINC91640415	-6,6	276,252
ZINC74955289	-6,6	273,251
ZINC91960980	-6,6	295,281
ZINC92480618	-6,6	247,189
ZINC01291656	-6,6	425,157
ZINC72234517	-6,6	322,1
ZINC93697835	-6,6	279,256
ZINC78473244	-6,6	297,099
ZINC78933860	-6,6	316,232
ZINC92958323	-6,6	250,189
ZINC87157398	-6,6	228,024
ZINC86401194	-6,6	189,196
ZINC80612248	-6,6	312,187
ZINC86797869	-6,6	215,088
ZINC86842934	-6,6	184,177
ZINC89296448	-6,6	268,214
ZINC80049684	-6,6	240,2
ZINC88213309	-6,6	308,212
ZINC87110218	-6,6	221,242
ZINC91210536	-6,6	282,191
ZINC91634317	-6,6	261,187
ZINC92312422	-6,6	286,247
ZINC93646706	-6,6	303,254
ZINC94063678	-6,6	302,087
ZINC70019860	-6,6	289,275
ZINC94815000	-6,6	331,149
ZINC95453532	-6,6	309,078
ZINC92774717	-6,6	320,105
ZINC94470062	-6,6	273,659
ZINC94699594	-6,6	263,662
ZINC00507269	-6,6	298,621
ZINC31155336	-6,6	306,233
ZINC06810899	-6,6	357,278
ZINC13950202	-6,6	335,369
ZINC95507891	-6,6	271,211
ZINC38739363	-6,6	276,255
ZINC05347537	-6,6	242,173
ZINC02806699	-6,6	249,165
ZINC55107817	-6,6	250,643
ZINC06669647	-6,6	305,342
ZINC06720979	-6,6	321,317
ZINC66155372	-6,6	263,218
ZINC04598012	-6,6	340,684
ZINC78045310	-6,6	307,292
ZINC87018538	-6,6	268,114
ZINC85837883	-6,6	194,149
ZINC86401195	-6,6	189,196
ZINC87110219	-6,6	223,235
ZINC84753612	-6,6	271,213
ZINC86880578	-6,6	226,138
ZINC85788220	-6,6	310,561
ZINC85313674	-6,6	285,285
ZINC87046896	-6,6	215,168
ZINC92159109	-6,6	223,144
ZINC89474761	-6,6	285,265
ZINC90010233	-6,6	235,222
ZINC91210537	-6,6	308,209
ZINC92796030	-6,6	247,193
ZINC91605332	-6,6	259,246
ZINC92506226	-6,6	248,241
ZINC93092372	-6,6	225,163
ZINC94395631	-6,6	345,197
ZINC94755355	-6,6	247,641
ZINC46468039	-6,6	333,268
ZINC02103034	-6,6	381,027
ZINC03384408	-6,6	180,166
ZINC03094201	-6,6	195,134
ZINC71790391	-6,6	143,12
ZINC57860516	-6,6	276,21
ZINC60617465	-6,6	259,18
ZINC86786219	-6,6	213,196
ZINC87339575	-6,6	193,141
ZINC86856896	-6,6	224,219
ZINC86474851	-6,6	189,176
ZINC84716951	-6,6	326,191
ZINC76558330	-6,6	314,284
ZINC29859700	-6,6	307,223
ZINC90010234	-6,6	235,222
ZINC91301465	-6,6	237,174
ZINC89723908	-6,6	336,741
ZINC91518313	-6,6	192,156
ZINC91554850	-6,6	343,26
ZINC91460178	-6,6	331,249
ZINC91582247	-6,6	242,326
ZINC91859623	-6,6	318,251
ZINC89437390	-6,6	303,256
ZINC57125985	-6,6	294,227
ZINC92291239	-6,6	282,194
ZINC92574533	-6,6	340,163
ZINC93691035	-6,6	259,07
ZINC94389687	-6,6	221,149
ZINC94207561	-6,6	321,03
ZINC94026226	-6,6	216,199
ZINC62927499	-6,6	216,155
ZINC93697837	-6,6	267,244
ZINC13787100	-6,6	217,658
ZINC46468042	-6,6	333,268
ZINC21366054	-6,6	181,13
ZINC20924751	-6,6	193,161
ZINC09939638	-6,6	241,185
ZINC19738119	-6,6	188,165
ZINC00433894	-6,6	331,126
ZINC72104117	-6,6	443,812
ZINC05136555	-6,6	384,186
ZINC59740516	-6,6	241,185
ZINC91619083	-6,6	233,163
ZINC69900922	-6,6	309,188
ZINC46836006	-6,6	302,072
ZINC73493351	-6,6	324,299
ZINC74811159	-6,6	238,226
ZINC86687789	-6,6	162,15
ZINC86022118	-6,6	178,15
ZINC72426168	-6,6	351,254
ZINC87018539	-6,6	268,114
ZINC79294585	-6,6	240,2
ZINC72772788	-6,6	315,292
ZINC87157400	-6,6	228,024
ZINC81047498	-6,6	319,243
ZINC86231375	-6,6	208,176
ZINC88213312	-6,6	278,206
ZINC90502992	-6,6	330,185
ZINC89906625	-6,6	283,202
ZINC33417377	-6,6	236,233
ZINC92040800	-6,6	319,303
ZINC91068406	-6,6	315,25
ZINC92159111	-6,6	223,144
ZINC93915085	-6,6	240,2
ZINC93030436	-6,6	226,194
ZINC94425282	-6,6	305,09
ZINC93293884	-6,6	284,016
ZINC93935130	-6,6	269,196
ZINC94201116	-6,6	309,11
ZINC93646709	-6,6	311,705
ZINC93745373	-6,6	213,175
ZINC72772789	-6,6	315,292
ZINC95512745	-6,6	246,207
ZINC34936060	-6,6	244,256
ZINC02843809	-6,6	411,286
ZINC38516590	-6,6	199,122
ZINC02173602	-6,6	205,557
ZINC49026418	-6,6	260,165
ZINC48433348	-6,6	301,079
ZINC47027676	-6,6	310,228
ZINC72241720	-6,6	276,183
ZINC91634319	-6,6	289,652
ZINC92618139	-6,6	329,254
ZINC73538668	-6,6	317,24
ZINC64062484	-6,6	417,202
ZINC81093472	-6,6	228,189
ZINC80823959	-6,6	193,141
ZINC87283410	-6,6	192,145
ZINC79436263	-6,6	301,329
ZINC86474852	-6,6	189,176
ZINC90164284	-6,6	297,504
ZINC87150665	-6,6	208,156
ZINC86481326	-6,6	257,069
ZINC86870600	-6,6	222,247
ZINC87255242	-6,6	285,195
ZINC92351405	-6,6	340,136
ZINC93108671	-6,6	305,317
ZINC91640419	-6,6	287,664
ZINC89491727	-6,6	350,675
ZINC93955997	-6,6	255,66
ZINC92506227	-6,6	234,238
ZINC91732585	-6,6	293,242
ZINC93147764	-6,6	315,25
ZINC93974042	-6,6	275,244
ZINC14200665	-6,6	253,196
ZINC95385780	-6,6	313,317
ZINC94862105	-6,6	235,224
ZINC30677878	-6,6	153,12
ZINC94725978	-6,6	252,195
ZINC26548128	-6,6	217,211
ZINC05928285	-6,6	233,047
ZINC00752237	-6,6	335,093
ZINC00500852	-6,6	292,322
ZINC63092608	-6,6	225,593
ZINC56936084	-6,6	283,221
ZINC55308647	-6,6	288,221
ZINC74710228	-6,6	247,193
ZINC94730735	-6,6	231,193
ZINC54850149	-6,6	316,659
ZINC83669859	-6,6	277,24
ZINC85189748	-6,6	209,187
ZINC79537161	-6,6	283,27
ZINC85804358	-6,6	209,167
ZINC89474764	-6,6	277,221
ZINC91605335	-6,6	331,128
ZINC92533726	-6,6	249,615
ZINC93147765	-6,6	253,199
ZINC91339295	-6,6	290,237
ZINC93431065	-6,6	258,193
ZINC72234523	-6,6	271,259
ZINC93935132	-6,6	249,229
ZINC91640420	-6,6	287,664
ZINC93240520	-6,6	298,281
ZINC93342788	-6,6	297,701
ZINC93613765	-6,6	351,159
ZINC93821704	-6,6	240,197
ZINC92870593	-6,6	366,278
ZINC94804427	-6,6	264,243
ZINC95090948	-6,6	303,643
ZINC95401192	-6,6	321,295
ZINC13139422	-6,6	346,259
ZINC12650817	-6,6	211,133
ZINC49263817	-6,6	253,196
ZINC51230654	-6,6	207,212
ZINC04568194	-6,6	354,257
ZINC55051422	-6,6	284,254
ZINC73989609	-6,6	336,31
ZINC83236057	-6,6	270,991
ZINC89818954	-6,6	190,138
ZINC77966935	-6,6	326,268
ZINC73442319	-6,6	325,307
ZINC87310553	-6,6	221,239
ZINC80114809	-6,6	228,169
ZINC78944954	-6,6	267,224
ZINC94309184	-6,6	212,187
ZINC91368910	-6,6	300,344
ZINC87399686	-6,6	229,219
ZINC86366226	-6,6	323,247
ZINC37144604	-6,6	260,276
ZINC92291243	-6,6	306,219
ZINC92780717	-6,6	302,064
ZINC94180832	-6,6	303,498
ZINC72314600	-6,6	243,176
ZINC71813844	-6,6	315,651
ZINC95090949	-6,6	303,643
ZINC92696854	-6,6	277,199
ZINC94430796	-6,6	293,239
ZINC93974044	-6,6	275,244
ZINC92200760	-6,6	265,188
ZINC91074110	-6,6	321,251
ZINC22900246	-6,6	212,191
ZINC25062891	-6,6	336,29
ZINC73635441	-6,6	305,229
ZINC00500851	-6,6	292,322
ZINC37272669	-6,6	277,669
ZINC87433037	-6,6	325,078
ZINC69224742	-6,6	268,211
ZINC67368871	-6,6	325,531
ZINC67834347	-6,6	266,221
ZINC67640990	-6,6	233,166
ZINC74546901	-6,6	298,281
ZINC77925930	-6,6	307,696
ZINC78762282	-6,6	285,195
ZINC86718418	-6,6	205,172
ZINC86687792	-6,6	162,15
ZINC86797876	-6,6	195,224
ZINC86786224	-6,6	213,196
ZINC76485273	-6,6	305,232
ZINC77856328	-6,6	235,178
ZINC91149273	-6,6	230,226
ZINC90404263	-6,6	196,165
ZINC92331382	-6,6	298,284
ZINC91339297	-6,6	290,237
ZINC92625084	-6,6	254,227
ZINC94071218	-6,6	271,212
ZINC93697842	-6,6	255,233
ZINC93915089	-6,6	334,111
ZINC93691040	-6,6	235,174
ZINC37289512	-6,6	186,127
ZINC22697345	-6,6	357,261
ZINC02293790	-6,6	293,15
ZINC42783795	-6,6	224,179
ZINC63092611	-6,6	225,593
ZINC44895560	-6,6	283,205
ZINC48490507	-6,6	382,976
ZINC91640423	-6,6	212,187
ZINC70980634	-6,6	221,101
ZINC37144605	-6,6	260,276
ZINC72190463	-6,6	288,082
ZINC72314601	-6,6	243,176
ZINC72054180	-6,6	354,709
ZINC73256465	-6,6	286,186
ZINC75919384	-6,6	260,214
ZINC12379260	-6,6	292,274
ZINC74350338	-6,6	328,283
ZINC86880585	-6,6	188,132
ZINC86842942	-6,6	198,183
ZINC85612522	-6,6	340,06
ZINC84433709	-6,6	288,202
ZINC80392734	-6,6	250,214
ZINC90233793	-6,6	192,221
ZINC92239150	-6,6	287,237
ZINC90143318	-6,6	262,207
ZINC91368912	-6,6	300,344
ZINC93613768	-6,6	351,159
ZINC93735335	-6,6	328,232
ZINC92368942	-6,6	338,712
ZINC91971422	-6,6	237,17
ZINC95350955	-6,6	335,368
ZINC01651856	-6,6	152,109
ZINC94580158	-6,6	232,242
ZINC93755378	-6,6	259,2
ZINC94643529	-6,6	286,292
ZINC92603457	-6,6	314,688
ZINC93691041	-6,6	235,174
ZINC11638316	-6,6	186,149
ZINC00040357	-6,6	223,147
ZINC92464278	-6,6	318,295
ZINC93915090	-6,6	334,111
ZINC91605337	-6,6	331,128
ZINC58378068	-6,6	311,213
ZINC54614151	-6,6	232,582
ZINC00535208	-6,6	308,365
ZINC43360413	-6,6	279,238
ZINC02293791	-6,6	293,15
ZINC04615495	-6,6	355,271
ZINC47489731	-6,6	261,176
ZINC39834619	-6,6	340,749
ZINC02764689	-6,6	230,162
ZINC94409120	-6,6	259,244
ZINC92870597	-6,6	273,186
ZINC76315269	-6,6	284,229
ZINC12650854	-6,6	142,094
ZINC70060289	-6,6	351,325
ZINC57876445	-6,6	202,17
ZINC87018542	-6,6	230,248
ZINC80114812	-6,6	228,169
ZINC85888795	-6,6	187,157
ZINC87289945	-6,6	228,208
ZINC79376931	-6,6	253,192
ZINC79253571	-6,6	233,23
ZINC84539911	-6,6	305,227
ZINC92040806	-6,6	243,245
ZINC03677033	-6,6	213,149
ZINC91158064	-6,6	313,276
ZINC92514635	-6,6	235,229
ZINC92434537	-6,6	250,16
ZINC93598643	-6,6	257,231
ZINC71979436	-6,6	340,069
ZINC93935136	-6,6	269,196
ZINC34936066	-6,6	235,073
ZINC04625019	-6,6	186,133
ZINC44473262	-6,6	172,162
ZINC00517977	-6,6	263,192
ZINC19789425	-6,6	297,273
ZINC13504149	-6,6	408,292
ZINC70234075	-6,6	179,151
ZINC91292873	-6,6	288,598
ZINC71549700	-6,6	232,569
ZINC72290406	-6,6	313,07
ZINC93755380	-6,6	271,212
ZINC06720988	-6,6	336,287
ZINC75252347	-6,6	223,211
ZINC74758377	-6,6	253,241
ZINC74887164	-6,6	316,255
ZINC78402276	-6,6	301,198
ZINC77005868	-6,6	275,27
ZINC89889070	-6,6	306,24
ZINC78524125	-6,6	315,201
ZINC85633117	-6,6	232,606
ZINC92533731	-6,6	249,615
ZINC92312432	-6,6	222,204
ZINC91098445	-6,6	241,22
ZINC87559216	-6,6	319,235
ZINC93477533	-6,6	266,198
ZINC93279477	-6,6	227,178
ZINC92553244	-6,6	308,299
ZINC92589294	-6,6	277,241
ZINC93823248	-6,6	258,193
ZINC94359967	-6,6	275,245
ZINC93613770	-6,6	312,221
ZINC13746802	-6,6	353,088
ZINC94784802	-6,6	243,196
ZINC30683530	-6,6	223,15
ZINC13520036	-6,6	212,235
ZINC66755388	-6,6	299,127
ZINC19636537	-6,6	188,168
ZINC45791725	-6,6	242,191
ZINC73448012	-6,6	305,258
ZINC08496757	-6,6	201,184
ZINC69382357	-6,6	288,194
ZINC76347480	-6,6	325,726
ZINC13789795	-6,6	446,424
ZINC92885158	-6,6	243,196
ZINC73957330	-6,6	252,211
ZINC77472308	-6,6	336,308
ZINC92728940	-6,6	266,638
ZINC74546903	-6,6	309,287
ZINC69689336	-6,6	349,33
ZINC76419882	-6,6	301,285
ZINC93091467	-6,6	342,134
ZINC43023083	-6,6	272,202
ZINC56717559	-6,6	323,336
ZINC87157406	-6,6	275,025
ZINC87318145	-6,6	167,147
ZINC87339584	-6,6	205,155
ZINC80291630	-6,6	308,232
ZINC91605339	-6,6	331,128
ZINC88213319	-6,6	290,217
ZINC91554859	-6,6	249,188
ZINC87433041	-6,6	305,229
ZINC91368915	-6,6	288,33
ZINC85417473	-6,6	278,226
ZINC94881297	-6,6	278,248
ZINC93170036	-6,6	294,232
ZINC11956888	-6,6	207,596
ZINC94918941	-6,6	278,251
ZINC93823249	-6,6	258,193
ZINC95476611	-6,6	335,235
ZINC94510559	-6,6	260,234
ZINC02839258	-6,6	227,2
ZINC86750026	-6,6	178,15
ZINC68889426	-6,6	221,152
ZINC69624033	-6,6	201,164
ZINC75444898	-6,6	236,189
ZINC74454518	-6,6	268,188
ZINC06056266	-6,6	389,191
ZINC78768518	-6,6	196,165
ZINC74261525	-6,6	269,196
ZINC53326828	-6,6	318,319
ZINC78607906	-6,6	264,244
ZINC74546904	-6,6	298,281
ZINC82969960	-6,6	273,192
ZINC69512006	-6,6	326,271
ZINC66868617	-6,6	325,673
ZINC91368916	-6,6	152,109
ZINC86257634	-6,6	211,136
ZINC86856902	-6,6	172,166
ZINC89842385	-6,6	314,26
ZINC93038030	-6,6	267,24
ZINC01752023	-6,6	208,991
ZINC93161251	-6,6	328,124
ZINC92972212	-6,6	293,244
ZINC93532664	-6,6	214,183
ZINC94499585	-6,6	293,293
ZINC14629095	-6,6	323,695
ZINC92625087	-6,6	254,227
ZINC91441271	-6,6	320,671
ZINC75061390	-6,6	254,207
ZINC93974050	-6,6	256,241
ZINC91339302	-6,6	314,259
ZINC05756601	-6,6	201,144
ZINC08648398	-6,6	298,279
ZINC02135878	-6,6	221,219
ZINC91252520	-6,6	269,466
ZINC20675213	-6,6	385,27
ZINC02678358	-6,6	275,18
ZINC48356325	-6,6	283,27
ZINC69659271	-6,6	237,197
ZINC92027505	-6,6	239,17
ZINC73714119	-6,6	306,261
ZINC72841635	-6,6	270,204
ZINC78974225	-6,6	294,226
ZINC75383636	-6,6	313,276
ZINC86706910	-6,6	203,176
ZINC92132210	-6,6	306,325
ZINC86750027	-6,6	190,161
ZINC44199004	-6,6	221,152
ZINC82999357	-6,6	338,282
ZINC86600214	-6,6	202,149
ZINC81421060	-6,6	246,182
ZINC87263453	-6,6	215,59
ZINC85972276	-6,6	203,18
ZINC91358649	-6,6	240,2
ZINC91158068	-6,6	267,224
ZINC87224999	-6,6	212,16
ZINC90700094	-6,6	315,336
ZINC91971427	-6,6	253,624
ZINC93076883	-6,6	235,246
ZINC92090147	-6,6	291,106
ZINC93413529	-6,6	251,204
ZINC94499586	-6,6	290,749
ZINC93821712	-6,6	272,196
ZINC94193823	-6,6	254,226
ZINC93503254	-6,6	290,237
ZINC94389698	-6,6	245,171
ZINC92774728	-6,6	322,259
ZINC92589297	-6,6	283,222
ZINC30677884	-6,6	170,107
ZINC00437485	-6,6	204,171
ZINC40543038	-6,6	165,154
ZINC14034783	-6,6	312,268
ZINC20353376	-6,6	255,218
ZINC05687858	-6,6	275,25
ZINC34943188	-6,6	422,15
ZINC65502996	-6,6	190,144
ZINC48490513	-6,6	270,176
ZINC49143597	-6,6	383,532
ZINC86491060	-6,6	159,551
ZINC65466545	-6,6	272,267
ZINC79014603	-6,6	289,251
ZINC74350344	-6,6	206,16
ZINC71823559	-6,6	308,212
ZINC78252439	-6,6	221,175
ZINC89591392	-6,6	191,149
ZINC72309032	-6,6	391,277
ZINC72513755	-6,6	279,214
ZINC87129434	-6,6	190,161
ZINC85694394	-6,6	211,136
ZINC91368918	-6,6	152,109
ZINC91301474	-6,6	201,595
ZINC89474772	-6,6	287,061
ZINC87225000	-6,6	212,16
ZINC07653587	-6,6	391,181
ZINC92090148	-6,6	291,106
ZINC83902060	-6,6	289,252
ZINC88856869	-6,6	290,24
ZINC12417267	-6,6	189,557
ZINC94389699	-6,6	245,171
ZINC91179620	-6,6	305,253
ZINC94852566	-6,6	239,216
ZINC93713793	-6,6	245,177
ZINC93051996	-6,6	288,222
ZINC94517929	-6,6	258,238
ZINC91210550	-6,6	340,298
ZINC94739057	-6,6	293,242
ZINC19868422	-6,6	279,237
ZINC49263826	-6,6	229,174
ZINC00457999	-6,6	266,281
ZINC67868635	-6,6	310,251
ZINC55604831	-6,6	366,226
ZINC67834355	-6,6	352,312
ZINC58305254	-6,6	273,257
ZINC55207227	-6,6	332,301
ZINC42989749	-6,6	313,34
ZINC86001650	-6,6	230,456
ZINC13379622	-6,6	207,006
ZINC72498012	-6,6	271,255
ZINC83943064	-6,6	288,267
ZINC87310557	-6,6	218,238
ZINC79392514	-6,6	279,618
ZINC94425294	-6,6	244,184
ZINC83123888	-6,6	330,15
ZINC87046910	-6,6	216,153
ZINC85139270	-6,6	227,246
ZINC91596082	-6,6	292,233
ZINC90700096	-6,6	320,327
ZINC92419338	-6,6	260,234
ZINC91554863	-6,6	283,27
ZINC92451808	-6,6	257,185
ZINC91902455	-6,6	341,144
ZINC93279481	-6,6	227,178
ZINC91368919	-6,6	288,33
ZINC94389700	-6,6	245,171
ZINC71280018	-6,6	312,221
ZINC08308902	-6,6	229,199
ZINC95036854	-6,6	220,187
ZINC11956871	-6,6	191,596
ZINC37160677	-6,6	235,246
ZINC00797397	-6,6	362,095
ZINC29207986	-6,6	229,196
ZINC04951311	-6,6	228,024
ZINC70733506	-6,6	209,231
ZINC74710239	-6,6	274,215
ZINC32635403	-6,6	351,318
ZINC91252521	-6,6	210,01
ZINC90397388	-6,6	203,564
ZINC81421063	-6,6	235,155
ZINC85694396	-6,6	211,136
ZINC87393832	-6,6	221,242
ZINC78607908	-6,6	295,255
ZINC47686001	-6,6	304,265
ZINC94282293	-6,6	245,261
ZINC77521747	-6,6	287,194
ZINC92407157	-6,6	258,214
ZINC75860463	-6,6	307,292
ZINC92497176	-6,6	255,189
ZINC83248918	-6,6	263,215
ZINC91014411	-6,6	247,169
ZINC81698805	-6,6	314,276
ZINC91967955	-6,6	263,172
ZINC92670611	-6,6	249,231
ZINC91031833	-6,6	270,207
ZINC93902128	-6,6	352,083
ZINC94815016	-6,6	294,314
ZINC04900995	-6,6	151,124
ZINC94587666	-6,6	271,213
ZINC01451103	-6,6	392,307
ZINC49114893	-6,6	242,238
ZINC61715172	-6,6	306,284
ZINC51120943	-6,6	276,191
